"FECcommittee","icpsr","first","last","fullname","state","chamber","district","party","start","end","twitter","twitter_lower","fold","num.tweets","done.handle.no.file","missing","tweets.svd","prop.tweets","has.alt","multiple.dist","alt.dist","dup.account","female","Official","c111th","c112th","c113th","c114th","c115th","c116th","c117th","user_id","screen_name","name"
"C00473132",21188,"david","mckinley","davidmckinley","WV","House","1","R","1/5/2011","1/3/2019","mckinley4cong","mckinley4cong",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,1,1,1,1,1,1,NA,NA,NA
"C0039047",20535,"cathy","mcmorrisrodgers","cathymcmorrisrodgers","WA","House","5","R","1/4/2005","1/3/2019","cathymcmorris","cathymcmorris",7,6738,1,1,NA,NA,1,NA,NA,NA,1,0,1,1,1,1,1,1,1,"17976923","cathymcmorris","CathyMcMorrisRodgers"
"C0039047",20535,"cathy","mcmorrisrodgers","cathymcmorrisrodgers","WA","House","5","R","1/4/2005","1/3/2019","TeamCMR","teamcmr",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,1,1,1,1,1,1,1,"130733698","TeamCMR","Cathy McMorris Rodgers"
"C00398644",20702,"jerry","mcnerney","jerrymcnerney","CA","House","9","D","1/4/2007","1/3/2019","repmcnerney","repmcnerney",3,1680,0,0,1432,0.852,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,"385429543","RepMcNerney","Jerry McNerney"
"C00398644",20702,"jerry","mcnerney","jerrymcnerney","CA","House","9","D","1/4/2007","1/3/2019","jerrymcnerney","jerrymcnerney",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"176512266","jerrymcnerney","Jerry McNerney"
"C00666040",21501,"martha","mcsally","marthamcsally","AZ","Senate","","R","","","SenMcSallyAZ","senmcsallyaz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,1,1,0,NA,NA,NA
"C00512236",21501,"martha","mcsally","marthamcsally","AZ","House","2","R","1/6/2015","1/3/2019","repmcsally","repmcsally",2,1874,0,0,1596,0.852,1,NA,NA,NA,1,1,0,0,0,1,1,1,0,NA,NA,NA
"C00512236",21501,"martha","mcsally","marthamcsally","AZ","House","2","R","1/6/2015","1/3/2019","MarthaMcSally","marthamcsally",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,0,1,1,1,0,"2964949642","MarthaMcSally","Martha McSally"
"C00503094",21348,"mark","meadows","markmeadows","NC","House","11","R","1/3/2013","1/3/2019","repmarkmeadows","repmarkmeadows",7,3650,0,0,2472,0.677,1,NA,NA,NA,0,1,0,0,1,1,1,1,0,"975198558461800449","RepMarkMeadows","Mark Meadows"
"C00503094",21348,"mark","meadows","markmeadows","NC","House","11","R","1/3/2013","1/3/2019","MarkMeadows","markmeadows",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,1,1,1,1,0,"963480595","MarkMeadows","Mark Meadows"
"C00466870",21168,"patrick","meehan","patrickmeehan","PA","House","7","R","1/5/2011","1/3/2019","repmeehan","repmeehan",1,3906,0,1,NA,NA,1,NA,NA,NA,0,1,0,1,1,1,1,0,0,NA,NA,NA
"C00466870",21168,"patrick","meehan","patrickmeehan","PA","House","7","R","1/5/2011","1/3/2019","PatMeehanPA","patmeehanpa",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,1,1,1,1,0,0,"103868633","PatMeehanPA","Pat Meehan"
"C00430991",29776,"gregory","meeks","gregorymeeks","NY","House","5","D","","","GregMeeksNYC","gregmeeksnyc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,1,1,"1092782048157331456","GregMeeksNYC","Gregory Meeks"
"C00430991",29776,"gregory","meeks","gregorymeeks","NY","House","5","D","1/7/1997","1/3/2019","gregorymeeks","gregorymeeks",3,2851,0,0,2424,0.85,0,NA,NA,NA,0,0,1,1,1,1,1,1,1,NA,NA,NA
"C00264564",29373,"robert","menendez","robertmenendez","NJ","Senate",NA,"D","1/5/1993","1/3/2019","senatormenendez","senatormenendez",7,5161,1,1,NA,NA,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,"18695134","SenatorMenendez","Senator Bob Menendez"
"C00264564",29373,"robert","menendez","robertmenendez","NJ","Senate",NA,"D","1/5/1993","1/3/2019","BobMenendezNJ","bobmenendeznj",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"407039290","BobMenendezNJ","Menendez for NJ"
"C00516666",21342,"grace","meng","gracemeng","NY","House","6","D","1/3/2013","1/3/2019","repgracemeng","repgracemeng",2,3239,0,0,2854,0.881,1,NA,NA,NA,1,1,0,0,1,1,1,1,1,"1051127714","RepGraceMeng","Grace Meng"
"C00516666",21342,"grace","meng","gracemeng","NY","House","6","D","1/3/2013","1/3/2019","Grace4NY","grace4ny",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,1,1,1,1,1,"571214272","Grace4NY","Grace Meng"
"C00437277",40908,"jeff","merkley","jeffmerkley","OR","Senate",NA,"D","1/6/2009","1/3/2021","senjeffmerkley","senjeffmerkley",7,4627,0,0,525,0.113,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,"29201047","SenJeffMerkley","Senator Jeff Merkley"
"C00437277",40908,"jeff","merkley","jeffmerkley","OR","Senate",NA,"D","1/6/2009","1/3/2021","JeffMerkley","jeffmerkley",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"223166587","JeffMerkley","Jeff Merkley"
"C00460667",21332,"luke","messer","lukemesser","IN","House","6","R","1/3/2013","1/3/2019","replukemesser","replukemesser",7,1647,0,1,NA,NA,1,NA,NA,NA,0,1,0,0,1,1,1,0,0,"2170620228","RepLukeMesser","Ryan M. Carroll"
"C00460667",21332,"luke","messer","lukemesser","IN","House","6","R","1/3/2013","1/3/2019","LukeMesserIN","lukemesserin",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,1,1,1,0,0,NA,NA,NA
"C00654723",21945,"dan","meuser","danmeuser","PA","House","9","R","","","Meuser4Congress","meuser4congress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,0,1,1,"903354645623566340","Meuser4Congress","Dan Meuser"
"C00654723",21945,"dan","meuser","danmeuser","PA","House","9","R","","","RepMeuser","repmeuser",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,0,0,0,0,0,1,1,"1080574793630527505","RepMeuser","Congressman Dan Meuser"
"C00283051",29331,"john","mica","johnmica","FL","House","7","R","1/5/1993","1/3/2017","micaforcongress","micaforcongress",6,159,0,0,146,0.918,1,NA,NA,NA,0,0,1,1,1,1,0,0,0,"562965097","micaforcongress","John Mica"
"C00283051",29331,"john","mica","johnmica","FL","House","7","R","1/5/1993","1/3/2017","repjohnmica","repjohnmica",1,0,1,0,NA,NA,1,NA,NA,NA,0,1,1,1,1,1,0,0,0,"373413475","RepJohnMica","John L Mica"
"C00367821",20328,"michael","michaud","michaelmichaud","ME","House","2","D","1/7/2003","1/3/2015","mikehmichaud","mikehmichaud",5,761,0,0,536,0.704,1,NA,NA,NA,0,0,1,1,1,0,0,0,0,"19918558","MikeHMichaud","Mike Michaud"
"C00367821",20328,"michael","michaud","michaelmichaud","ME","House","2","D","1/7/2003","1/3/2015","Michaud2014","michaud2014",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,0,0,0,0,"1499576712","Michaud2014","Mike Michaud"
"C00199273",14440,"barbara","mikulski","barbaramikulski","MD","Senate",NA,"D","1/4/1977","1/3/2017","senatorbarb","senatorbarb",4,4652,0,0,4089,0.879,0,NA,NA,NA,1,1,1,1,1,1,0,0,0,"132278386","SenatorBarb","Barbara Mikulski"
"C00371211",20341,"brad","miller","bradmiller","NC","House","13","D","1/7/2003","1/3/2013","repbradmiller","repbradmiller",5,389,0,0,279,0.717,0,NA,NA,NA,0,1,1,1,0,0,0,0,0,"234002627","RepBradMiller","RepBradMiller"
"C00365593",20331,"candice","miller","candicemiller","MI","House","10","R","1/7/2003","12/31/2016","candicemiller","candicemiller",2,875,0,0,627,0.717,0,NA,NA,NA,1,0,1,1,1,1,0,0,0,"15281676","CandiceMiller","Candice Miller"
"C00653220",21946,"carol","miller","carolmiller","WV","House","3","R","","","CarolMillerWV","carolmillerwv",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,0,0,0,1,1,"841994444","CarolMillerWV","Carol Miller"
"C00653220",21946,"carol","miller","carolmiller","WV","House","3","R","","","RepCarolMiller","repcarolmiller",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,0,0,0,0,0,1,1,"1081318716573470720","RepCarolMiller","Rep. Carol Miller"
"C00331496",29905,"gary","miller","garymiller","CA","House","31","R","1/6/1999","1/3/2015","garymillerca","garymillerca",5,836,0,0,671,0.803,1,1,42,NA,0,0,1,1,1,0,0,0,0,"481415077","GaryMillerCA","Rep. Gary Miller"
"C00331496",29905,"gary","miller","garymiller","CA","House","31","R","1/6/1999","1/3/2015","RepGaryMiller","repgarymiller",NA,NA,NA,NA,NA,NA,1,1,42,NA,0,1,1,1,1,0,0,0,0,"155642785","RepGaryMiller","Gary G. Miller"
"C00026757",14256,"george","miller","georgemiller","CA","House","11","D","1/14/1975","1/3/2015","askgeorge","askgeorge",4,2519,0,1,NA,NA,0,1,7,NA,0,0,1,1,1,0,0,0,0,"7356562","askgeorge","Rep.George Miller"
"C00366757",20110,"jeff","miller","jeffmiller","FL","House","1","R","10/23/2001","1/3/2017","repjeffmiller","repjeffmiller",6,424,0,0,187,0.441,0,NA,NA,NA,0,1,1,1,1,1,0,0,0,NA,NA,NA
"C00581090",21737,"paul","mitchell","paulmitchell","MI","House","10","R","1/3/2017","1/3/2019","reppaulmitchell","reppaulmitchell",5,151,0,0,97,0.642,0,NA,NA,NA,0,1,0,0,0,0,1,1,0,"811632636598910976","RepPaulMitchell","Paul Mitchell"
"C00561530",21526,"john","moolenaar","johnmoolenaar","MI","House","4","R","1/6/2015","1/3/2019","repmoolenaar","repmoolenaar",0,607,0,1,NA,NA,1,NA,NA,NA,0,1,0,0,0,1,1,1,1,"2696643955","RepMoolenaar","Rep. John Moolenaar"
"C00561530",21526,"john","moolenaar","johnmoolenaar","MI","House","4","R","1/6/2015","1/3/2019","JohnMoolenaar","johnmoolenaar",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,1,1,1,1,"41198239","JohnMoolenaar","John Moolenaar"
"C00629949",21557,"alex","mooney","alexmooney","WV","House","2","R","1/6/2015","1/3/2019","repalexmooney","repalexmooney",7,960,0,1,NA,NA,1,NA,NA,NA,0,1,0,0,0,1,1,1,1,"2964526557","RepAlexMooney","Rep. Alex Mooney"
"C00629949",21557,"alex","mooney","alexmooney","WV","House","2","R","1/6/2015","1/3/2019","MooneyforWV","mooneyforwv",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,1,1,1,1,"1491350114","MooneyforWV","Alex Mooney"
"C00397505",20537,"gwen","moore","gwenmoore","WI","House","4","D","1/4/2005","1/3/2019","repgwenmoore","repgwenmoore",0,5127,0,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,"22669526","RepGwenMoore","Rep. Gwen Moore"
"C00397505",20537,"gwen","moore","gwenmoore","WI","House","4","D","1/4/2005","1/3/2019","Gwen4Congress","gwen4congress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,1,1,1,1,1,1,1,"784965392","Gwen4Congress","Gwen S. Moore"
"C00241349",29149,"james","moran","jamesmoran","VA","House","8","D","1/3/1991","1/3/2015","jim_moran","jim_moran",0,1743,0,0,1428,0.819,0,NA,NA,NA,0,0,1,1,1,0,0,0,0,"47412499","Jim_Moran","Jim Moran"
"C00458315",29722,"jerry","moran","jerrymoran","KS","Senate",NA,"R","1/7/1997","1/3/2023","jerrymoran","jerrymoran",4,3903,0,0,3219,0.825,0,NA,NA,NA,0,0,1,1,1,1,1,1,1,"18632666","JerryMoran","Senator Jerry Moran"
"C00547240",21525,"seth","moulton","sethmoulton","MA","House","6","D","1/6/2015","1/3/2019","sethmoulton","sethmoulton",3,7640,0,1,NA,NA,1,NA,NA,NA,0,0,0,0,0,1,1,1,1,"248495200","sethmoulton","Seth Moulton"
"C00547240",21525,"seth","moulton","sethmoulton","MA","House","6","D","1/6/2015","1/3/2019","teammoulton","teammoulton",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,1,1,1,1,NA,NA,NA
"C00652065",21947,"Debbie","MucarselPowell","DebbieMucarselPowell","FL","House","26","D","","","DebbieforFL","debbieforfl",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,0,0,0,1,0,"750046943905058816","DebbieforFL","Debbie Mucarsel-Powell"
"C00652065",21947,"Debbie","MucarselPowell","DebbieMucarselPowell","FL","House","26","D","","","RepDMP","repdmp",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,0,0,0,0,0,1,0,"1080941062028447744","RepDMP","Rep. Debbie Mucarsel-Powell"
"C00498345",21355,"markwayne","mullin","markwaynemullin","OK","House","2","R","1/3/2013","1/3/2019","repmullin","repmullin",1,1894,0,0,1624,0.857,1,NA,NA,NA,0,1,0,0,1,1,1,1,1,"1060370282","RepMullin","Markwayne Mullin"
"C00498345",21355,"markwayne","mullin","markwaynemullin","OK","House","2","R","1/3/2013","1/3/2019","MarkwayneMullin","markwaynemullin",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,1,1,1,1,1,"366304362","MarkwayneMullin","Markwayne Mullin"
"C00384529",40300,"lisa","murkowski","lisamurkowski","AK","Senate",NA,"R","1/7/2003","1/3/2023","lisamurkowski","lisamurkowski",3,4355,1,1,NA,NA,1,NA,NA,NA,1,0,1,1,1,1,1,1,1,"18061669","lisamurkowski","Sen. Lisa Murkowski"
"C00384529",40300,"lisa","murkowski","lisamurkowski","AK","Senate",NA,"R","1/7/2003","1/3/2023","LisaForSenate","lisaforsenate",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,1,1,1,1,1,1,1,"151247615","LisaForSenate","Lisa Murkowski"
"C00492645",20707,"christopher","murphy","christophermurphy","CT","Senate",NA,"D","1/4/2007","1/3/2019","chrismurphyct","chrismurphyct",3,13438,0,1,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"150078976","ChrisMurphyCT","Chris Murphy"
"C00492645",20707,"christopher","murphy","christophermurphy","CT","Senate",NA,"D","1/4/2007","1/3/2019","SenMurphyOffice","senmurphyoffice",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,"2853793517","SenMurphyOffice","Sen. Murphy Office"
"C00493825",21319,"patrick","murphy","patrickmurphy","FL","House","18","D","1/3/2013","1/3/2017","patrickmurphyfl","patrickmurphyfl",7,2794,0,0,1983,0.71,0,NA,NA,NA,0,0,0,0,1,1,0,0,0,"261852987","PatrickMurphyFL","Patrick Murphy"
"C00620443",21738,"stephanie","murphy","stephaniemurphy","FL","House","7","D","1/3/2017","1/3/2019","repstephmurphy","repstephmurphy",1,309,0,0,185,0.599,1,NA,NA,NA,1,1,0,0,0,0,1,1,1,"796183515998068736","RepStephMurphy","U.S. Rep. Stephanie Murphy"
"C00620443",21738,"stephanie","murphy","stephaniemurphy","FL","House","7","D","1/3/2017","1/3/2019","SMurphyCongress","smurphycongress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,0,0,1,1,1,NA,NA,NA
"C00372201",20346,"tim","murphy","timmurphy","PA","House","18","R","1/7/2003","1/3/2019","reptimmurphy","reptimmurphy",7,4037,0,1,NA,NA,0,NA,NA,NA,0,1,1,1,1,1,1,0,0,NA,NA,NA
"C00257642",49308,"patty","murray","pattymurray","WA","Senate",NA,"D","1/5/1993","1/3/2023","pattymurray","pattymurray",5,10454,0,0,8113,0.776,1,NA,NA,NA,1,0,1,1,1,1,1,1,1,"293131808","PattyMurray","Senator Patty Murray"
"C00257642",49308,"patty","murray","pattymurray","WA","Senate",NA,"D","1/5/1993","1/3/2023","MurrayCampaign","murraycampaign",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,1,1,1,1,1,1,1,"158470209","MurrayCampaign","Senator Patty Murray"
"C00290825",29377,"jerrold","nadler","jerroldnadler","NY","House","10","D","11/3/1992","1/3/2019","repjerrynadler","repjerrynadler",0,3003,0,0,488,0.163,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,"40302336","RepJerryNadler","Rep. Nadler"
"C00290825",29377,"jerrold","nadler","jerroldnadler","NY","House","10","D","11/3/1992","1/3/2019","JerryNadler","jerrynadler",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"408816873","JerryNadler","Jerry Nadler"
"C00334706",29903,"grace","napolitano","gracenapolitano","CA","House","32","D","","","grace4congress","grace4congress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,1,1,"4895651115","grace4congress","Grace Napolitano"
"C00334706",29903,"grace","napolitano","gracenapolitano","CA","House","32","D","1/6/1999","1/3/2019","gracenapolitano","gracenapolitano",4,1571,0,1,NA,NA,0,NA,NA,NA,1,0,1,1,1,1,1,1,1,"161411080","gracenapolitano","Rep.Grace Napolitano"
"C00226522",15616,"richard","neal","richardneal","MA","House","1","D","","","NealForCongress","nealforcongress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,1,1,"555977812","NealForCongress","Richard Neal"
"C00226522",15616,"richard","neal","richardneal","MA","House","1","D","1/3/1989","1/3/2019","reprichardneal","reprichardneal",7,876,1,1,NA,NA,0,NA,NA,NA,0,1,1,1,1,1,1,1,1,"442824717","RepRichardNeal","Rep. Richard Neal"
"C00502534",21310,"gloria","negretemcleod","glorianegretemcleod","CA","House","35","D","1/3/2013","1/3/2015","repmcleod","repmcleod",3,415,0,0,356,0.858,1,NA,NA,NA,1,1,0,0,1,0,0,0,0,"1027156464","RepMcLeod","Gloria NegreteMcLeod"
"C00502534",21310,"gloria","negretemcleod","glorianegretemcleod","CA","House","35","D","1/3/2013","1/3/2015","Negrete_McLeod","negrete_mcleod",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,1,0,0,0,0,"733860720","Negrete_McLeod","Gloria NegreteMcLeod"
"C00648253",21948,"Joe","Neguse","joeneguse","CO","House","2","D","","","RepJoeNeguse","repjoeneguse",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,0,0,0,0,0,1,1,"1078749802765139968","RepJoeNeguse","Rep. Joe Neguse"
"C00648253",21948,"Joe","Neguse","joeneguse","CO","House","2","D","","","JoeNeguse","joeneguse",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,0,1,1,"1542372750","JoeNeguse","Joe Neguse"
"C00432401",40103,"ben","nelson","bennelson","NE","Senate",NA,"D","1/3/2001","1/3/2013","bennelson2012","bennelson2012",4,5,0,0,5,1,0,NA,NA,NA,0,0,1,1,0,0,0,0,0,"259353975","BenNelson2012","Ben Nelson"
"C00344051",14651,"bill","nelson","billnelson","FL","Senate",NA,"D","1/15/1979","1/3/2019","senbillnelson","senbillnelson",4,591,0,0,390,0.66,1,NA,NA,NA,0,1,1,1,1,1,1,0,0,"20597460","SenBillNelson","Bill Nelson"
"C00344051",14651,"bill","nelson","billnelson","FL","Senate",NA,"D","1/15/1979","1/3/2019","NelsonForSenate","nelsonforsenate",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,0,0,"555355209","NelsonForSenate","Bill Nelson"
"C00384016",20353,"randy","neugebauer","randyneugebauer","TX","House","19","R","6/5/2003","1/3/2017","randyneugebauer","randyneugebauer",4,3818,0,0,3272,0.857,1,NA,NA,NA,0,0,1,1,1,1,0,0,0,"34340464","RandyNeugebauer","Randy Neugebauer"
"C00384016",20353,"randy","neugebauer","randyneugebauer","TX","House","19","R","6/5/2003","1/3/2017","RandyforTexas","randyfortexas",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,0,0,0,"109034611","RandyforTexas","Randy Neugebauer"
"C00559393",21556,"dan","newhouse","dannewhouse","WA","House","4","R","","","Newhouse4Rep","newhouse4rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,1,"2375967966","Newhouse4Rep","Dan Newhouse"
"C00559393",21556,"dan","newhouse","dannewhouse","WA","House","4","R","1/6/2015","1/3/2019","repnewhouse","repnewhouse",6,857,0,1,NA,NA,0,NA,NA,NA,0,1,0,0,0,1,1,1,1,"2930635215","RepNewhouse","Rep. Dan Newhouse"
"C00476853",21177,"kristi","noem","kristinoem","SD","House","0","R","1/5/2011","1/3/2019","repkristinoem","repkristinoem",4,3990,0,1,NA,NA,1,NA,NA,NA,1,1,0,1,1,1,1,0,0,NA,NA,NA
"C00476853",21177,"kristi","noem","kristinoem","SD","House","0","R","1/5/2011","1/3/2019","KristiNoem","kristinoem",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,1,1,1,1,0,0,"114388293","KristiNoem","Kristi Noem"
"C00499053",14263,"richard","nolan","richardnolan","MN","House","8","D","1/14/1975","1/3/2019","usrepricknolan","usrepricknolan",5,2203,0,0,1678,0.762,1,NA,NA,NA,0,1,0,0,1,1,1,0,0,"1055685948","USRepRickNolan","Fmr. US Rep. Rick Nolan"
"C00499053",14263,"richard","nolan","richardnolan","MN","House","8","D","1/14/1975","1/3/2019","RickNolanMN","ricknolanmn",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,1,1,1,0,0,"331196602","RickNolanMN","Rick Nolan"
"C00558320",21536,"donald","norcross","donaldnorcross","NJ","House","1","D","11/12/2014","1/3/2019","donaldnorcross","donaldnorcross",3,5953,0,1,NA,NA,1,NA,NA,NA,0,0,0,0,1,1,1,1,1,"3122099613","DonaldNorcross","Congressman Donald Norcross 🇺🇸🇺🇦"
"C00558320",21536,"donald","norcross","donaldnorcross","NJ","House","1","D","11/12/2014","1/3/2019","DonNorcross4NJ","donnorcross4nj",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,1,1,1,1,1,"2340948996","DonNorcross4NJ","Donald Norcross"
"C00633610",21753,"ralph","norman","ralphnorman","SC","House","5","R","","","RepRalphNorman","repralphnorman",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,0,0,0,0,1,1,1,"880480631108644864","RepRalphNorman","Rep. Ralph Norman"
"C00633610",21753,"ralph","norman","ralphnorman","SC","House","5","R","","","RalphNorman","ralphnorman",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,1,1,1,"61886317","RalphNorman","Ralph Norman"
"C00482281",21115,"richard","nugent","richardnugent","FL","House","11","R","1/5/2011","1/3/2017","reprichnugent","reprichnugent",6,68,0,0,64,0.941,0,1,5,NA,0,1,0,1,1,1,0,0,0,"236479311","RepRichNugent","Rich Nugent"
"C00370056",20307,"devin","nunes","devinnunes","CA","House","22","R","1/7/2003","1/3/2019","repdevinnunes","repdevinnunes",1,138,1,1,NA,NA,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,"344972339","RepDevinNunes","Rep. Devin Nunes"
"C00370056",20307,"devin","nunes","devinnunes","CA","House","22","R","1/7/2003","1/3/2019","DevinNunes","devinnunes",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"54412900","DevinNunes","Devin Nunes"
"C00370056",20307,"devin","nunes","devinnunes","CA","House","22","R","1/7/2003","1/3/2019","DevinGNunes","devingnunes",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,NA,NA,NA
"C00464487",21147,"alan","nunnelee","alannunnelee","MS","House","1","R","1/5/2011","2/6/2015","alannunnelee","alannunnelee",3,1,1,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,0,0,0,0,"35663608","AlanNunnelee","Alan Nunnelee"
"C00464487",21147,"alan","nunnelee","alannunnelee","MS","House","1","R","1/5/2011","2/6/2015","Nunnelee2012","nunnelee2012",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,1,1,0,0,0,0,"83884063","Nunnelee2012","Alan Nunnelee"
"C00639591",21949,"Alexandria","Ocasio-Cortez","alexandriaOcasio-Cortez","NY","House","14","D","","","AOC","aoc",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,0,0,0,1,1,"138203134","AOC","Alexandria Ocasio-Cortez"
"C00639591",21949,"Alexandria","Ocasio-Cortez","alexandriaOcasio-Cortez","NY","House","14","D","","","RepAOC","repaoc",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,0,0,0,0,0,1,1,"1079104563280527364","RepAOC","Rep. Alexandria Ocasio-Cortez"
"C00582890",21739,"tom","ohalleran","tomohalleran","AZ","House","1","D","1/3/2017","1/3/2019","repohalleran","repohalleran",7,411,0,0,250,0.608,1,NA,NA,NA,0,1,0,0,0,0,1,1,1,"808416682972770304","RepOHalleran","Rep. Tom O'Halleran"
"C00582890",21739,"tom","ohalleran","tomohalleran","AZ","House","1","D","1/3/2017","1/3/2019","TomOHalleran","tomohalleran",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,1,1,1,"2573587962","TomOHalleran","Tom O'Halleran"
"C00437913",20948,"pete","olson","peteolson","TX","House","22","R","1/6/2009","1/3/2019","reppeteolson","reppeteolson",5,5274,0,0,4749,0.9,1,NA,NA,NA,0,1,1,1,1,1,1,1,0,"20053279","RepPeteOlson","Pete Olson"
"C00437913",20948,"pete","olson","peteolson","TX","House","22","R","1/6/2009","1/3/2019","PeteOlson","peteolson",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,0,"12726012","PeteOlson","Pete Olson"
"C00680934",21950,"Ilhan","Omar","IlhanOmar","MN","House","5","D","","","IlhanMN","ilhanmn",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,0,0,0,1,1,"783792992","IlhanMN","Ilhan Omar"
"C00680934",21950,"Ilhan","Omar","IlhanOmar","MN","House","5","D","","","Ilhan","ilhan",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,0,0,0,0,0,1,1,"1082334352711790593","Ilhan","Rep. Ilhan Omar"
"C00501197",21361,"beto","orourke","betoorourke","TX","House","16","D","1/3/2013","1/3/2019","repbetoorourke","repbetoorourke",6,3629,0,1,NA,NA,1,NA,NA,NA,0,1,0,0,1,1,1,0,0,"1134292500","RepBetoORourke","Rep. Beto O'Rourke"
"C00501197",21361,"beto","orourke","betoorourke","TX","House","16","D","1/3/2013","1/3/2019","BetoForCongress","betoforcongress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,1,1,1,0,0,NA,NA,NA
"C00501197",21361,"beto","orourke","betoorourke","TX","House","16","D","1/3/2013","1/3/2019","BetoORourke","betoorourke",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,1,1,1,0,0,"342863309","BetoORourke","Beto O'Rourke"
"C00464495",20957,"william","owens","williamowens","NY","House","21","D","11/3/2009","1/3/2015","billowensny","billowensny",6,1914,0,0,1588,0.83,0,1,23,NA,0,0,1,1,1,0,0,0,0,"227088228","BillOwensNY","Bill Owens"
"C00477323",21148,"steven","palazzo","stevenpalazzo","MS","House","4","R","1/5/2011","1/3/2019","congpalazzo","congpalazzo",4,2005,0,0,1522,0.759,1,NA,NA,NA,0,0,0,1,1,1,1,1,1,"299883942","CongPalazzo","Cong. Steven Palazzo"
